Company Name	Employee Count	Region Served
Haribo	27287	Japan
Harley-Davidson	6302	India, Australia, Japan
Harp	12606	USA, India, Europe
Harris Teeter	24693	Europe, India, Australia
Harry Potter	2469	China
Harry Rosen	25623	China
Hartford	20878	Japan
Harvey Norman Holdings Ltd.	20764	USA, Australia, China
Hasbro	31582	USA, Japan
HasserÃ¶der	9220	USA, Japan
Havainas	34594	India
Hawaiian Tropic	10444	Japan
Haywards	13287	India, Australia, Japan
Head & Shoulders	31227	USA
Health2000	30150	India, Australia, Japan
Healtheries	20354	India, Australia, Japan
Healthscope	16778	Europe, India, Australia
Healthy Choice	9157	Europe
Heath	10658	Europe
Hefty	402	USA, Australia, China
Heijamns	158	Japan, China, Europe
Heineken	19282	Europe
Heinz	24352	Japan
Helene Curtis	15654	Japan
Hell Pizza	19659	USA, Australia, China
Hellenic Petroleum	33761	USA, Australia, China
Hellman's	9046	India
Hello Kitty	16747	USA, India, Europe
Helzberg Diamond	10841	Europe, India, Australia
Henkel	29917	USA, India, Europe
Hennes	18669	China
Hennessy	12589	USA
Henry Jones IXL	21195	Europe, India, Australia
Herbal Essences	10747	USA, Australia, China
Hercules	15056	India
Hering	14728	India
Hermes Paris	30457	Japan, China, Europe
HermÃ©s	11328	Europe
Hero Honda	3016	India, Australia, Japan
Herron	16611	USA, Japan
Hershey's	16147	USA
Hertz	30564	Japan, China, Europe
Heungkuk	20788	Japan
Hewlett-Packard	22854	USA, Japan
Hidden Valley	18579	Japan
High Valley	33876	India
Highlander	13041	Australia
Hills Hoist	10083	China
Hillshire Farm	17127	USA, India, Europe
Hilton	21981	USA
Himalaya	25100	Europe, India, Australia
Hitachi	30854	India, Australia, Japan
Hitejinro	29163	Europe, India, Australia
Hobby Lobby	2784	China
Hoegaarden	33988	Europe, India, Australia
Hofer	34707	Japan
Holcim	30316	USA, Japan
Holden	26267	Australia
Holiday Inn	18078	Europe
Hollister	28028	Japan, China, Europe
Holly Hobbie	1186	India
Hollys Coffee	24592	USA, Australia, China
Holsten	25455	USA, India, Europe
Home	18135	Australia
Home Depot	13885	India
Home Shopping Network	30727	USA, Australia, China
Homedics	33041	USA, India, Europe
Honda	9965	Europe, India, Australia
Honey Bunches of Oat	3223	Europe
Honeysuckle Development Corporation	8545	USA, Japan
Honeywell	14858	China
Hong Kong Airlines	4728	Japan, China, Europe
Hong Kong Link	13399	Europe
Hong Leong Bank	6283	India
Hooters	8830	USA
Hoover	24660	Europe, India, Australia
Hopewell Holdings	13767	Europe
Hormel	24527	Japan
Hostess	6694	USA, Australia, China
Hot Wheels	28247	Europe, India, Australia
Hotels.com	14074	USA
Hotmail	34740	India, Australia, Japan
Hotwire.com	16559	Europe, India, Australia
Hoveround	23684	India, Australia, Japan
Hovis	3060	USA, Japan
Hua Xia Bank	16183	China
Hublot	21847	Japan
Huggies	24699	USA, Australia, China
Hugo Boss	823	India, Australia, Japan
Hula-Hoop	1246	USA, Japan
Humana	17720	India
Hummer	25693	USA
Hungry-Man	9016	Australia
Hunter Douglas	24360	Australia
Hunt's	31497	Europe
Hush Puppies	17771	USA, Australia, China
Husky Energy	27735	China
Hutchison Whampoa	11475	Japan
Hy-Vee	4466	India, Australia, Japan
Hyatt	26353	China
Hydroxycut	13234	Japan
Hyflux	25595	China
Hynix	12623	Europe, India, Australia
Hypermarcas	15322	USA, Japan
HypoVereinsbank	2629	Japan, India, China
Hyundai	14355	USA, Australia, China
I Can't Believe It's Not Butter	20531	USA, Australia, China
I Love Biscuits	4939	Japan, China, Europe
IBENOX	25140	Japan, China, Europe
IBK	34699	Europe, India, Australia
IBM	11802	Europe, India, Australia
ICBC	6414	USA, Japan
ICICI Bank	17919	Japan, India, China
IFB	16734	China
IHOP	23650	USA, India, Europe
IKEA	2638	Japan, China, Europe
IMAX	23201	Japan, China, Europe
ING	12440	USA, Australia, China
IOOF Funds	8049	China
IOPE	3404	USA, Australia, China
IT Company Pty Ltd.	8554	USA, Japan
ITC	16475	India, Australia, Japan
ITT Technical Institute	12777	USA, Japan
IWC	12035	Europe
Iams	4205	USA, India, Europe
Iberia	510	China
Ice Breakers	2353	USA, Australia, China
Iced VoVo	12536	Europe
Icee	4534	Japan
Ideal Bikes	10784	USA, Japan
Igloo	14540	Japan
Illy	19298	China
Imodium	16406	USA
Impala	7327	India
Imperial Oil	2497	Japan, China, Europe
Imtech	34593	Japan, China, Europe
In the News	20514	Europe, India, Australia
In.gr	26448	Japan, China, Europe
InStyle	20661	USA, India, Europe
Inalca	25772	USA, Australia, China
Incat	26150	China
Inco Rogers Communications Empire	14520	USA, India, Europe
Indesit	34185	Europe, India, Australia
Indian Oil Corporation	31398	USA, Japan
Industrial Bank	29827	Japan, China, Europe
Infiniti	22713	USA, India, Europe
Infosys	11727	Japan, China, Europe
Ingham	24049	India, Australia, Japan
Innocent	34771	China
Inraero	28984	USA, India, Europe
Inspiration	4081	Europe, India, Australia
Insurance Australia Group	12093	India, Australia, Japan
Intel	25232	Japan, India, China
Inter	14849	Japan, India, China
Intergy Consulting	2015	USA, India, Europe
IntermarchÃ©	16974	Japan
International Paper	33599	Europe, India, Australia
International Sports Clothing	9420	Europe
Internode Systems	16968	Australia
Interpark	17909	Japan
Intesa Sanpaolo	2924	Europe
Intracom	7363	Japan, China, Europe
Intralot	13884	USA, Japan
Intuition	2308	USA, Australia, China
Invisalign	21913	Europe, India, Australia
Inxmail Australia Pty Limited	28476	Australia
Iochpe-Maxion	12863	China
Ion	2313	USA, Japan
Irish Spring	29180	Europe, India, Australia
Isotoner	32562	Japan, India, China
Itaipava	3682	Europe
Itautec	28959	USA, Australia, China
ItaÃº Unibanco	7255	Australia
ItaÃºsa	28261	USA, Japan
Iveco	6841	USA, Japan
Ivory	30921	USA, Japan
J. Lindeberg	34227	Japan, India, China
J.C. Penney	5592	China
J.Crew	14158	USA, India, Europe
J.P. Morgan	20638	Japan
JBS S.A.	20963	Japan, India, China
JLeutenegger Pty Ltd	1515	India
JVC	24280	China
Jaan Paan Liquer	12771	Europe, India, Australia
Jabra	33663	Europe
Jack Daniels	23191	USA
Jack in the Box	34363	Europe
Jackson Hewitt	13830	India
Jacuzzi	16003	USA, Japan
Jaeger-Le Coultre	8541	USA, Japan
Jaguar	19593	USA, Australia, China
James Hardie	33025	China
Jameson	20655	Australia
Jardine Matheson Holdings	32021	USA
Jared Galleria	33961	India, Australia, Japan
Jazzercise	34755	India
Jeep	11513	USA, India, Europe
Jell-O	7118	Japan
Jelly Belly	5441	India, Australia, Japan
Jenn-Air	27537	China
Jenny Craig	2404	Europe
Jeopardy!	34796	Europe
Jergens	19418	Europe, India, Australia
Jet	467	India, Australia, Japan
JetBlue	19572	Japan, China, Europe
Jetstar	4884	Australia
Jetta	34834	Australia
Jif	26396	USA
Jiffy	34840	Japan, India, China
Jil	21801	USA
Jim Beam	3119	USA, India, Europe
Jimmy Dean	3047	India
JobStreet.com	31365	USA, Japan
Jockey	5344	USA, India, Europe
Joe's Crab Shack	1344	USA, India, Europe
John Deere	3545	Australia
John Fairfax Holdings	13594	USA, Australia, China
John Frida	10768	USA, Australia, China
John Lewis	29534	Japan, India, China
Johnnie Walker	18339	Japan, India, China
Johnson	34517	USA
Johnson & Johnson	30120	USA, Japan
Johnson Controls	34124	Japan
Johnsonville Foods	18631	Australia
Johnson's Baby	34978	India
Jolly Rancher	28372	USA, Australia, China
Jones New York	27336	USA, India, Europe
Jordache	8962	China
Jose Cuervo	7203	China
Juan Valdez CafÃ©	20185	India, Australia, Japan
Juicy Couture	4567	India, Australia, Japan
Juicy Fruit	19727	Australia
Juicy Juice	20527	Japan
Jumbo	14927	USA, Japan
Jumbo S.A.	32938	Japan, China, Europe
JumboTron	4009	India
Just For Men	17864	Japan, India, China
Juventus	20831	India, Australia, Japan
Jyske Bank	20685	China
JÃ¤germeister	10544	Europe, India, Australia
K-Swiss	29624	USA, Australia, China
K-Y	26545	USA, Australia, China
K2	13409	Europe
K9 Advantix	25789	Japan, India, China
KBC	9675	USA
KBS	16848	USA, Australia, China
KEB	24673	USA
KFC	3121	Japan, China, Europe
KGI	6096	Japan, India, China
KIA	850	USA, Australia, China
KPMG	26183	USA
KT	21882	India, Australia, Japan
KahlÃºa	9369	USA, Japan
Kaiser	14635	Japan, India, China
Kaiser Permanente	3270	India, Australia, Japan
Kangaroo Bus Lines	23355	USA, Japan
Kapiti Fine Foods	16852	Europe, India, Australia
Kappa	1465	Europe
Karo	30758	India, Australia, Japan
Kashi	4422	USA
Kcel	7993	USA, Japan
Keds	34375	Japan, China, Europe
Keebler	25791	Australia
Keemann	26610	India
Keglevich	25097	Japan, China, Europe
Kelkoo	15432	Europe, India, Australia
Kellogg's	2574	China
Kellogg's Nestle	13926	Japan
Kelvinator	26346	China
Kenmore	33114	Europe, India, Australia
Kenneth Cole	31416	India
Keuhne + Nagel	8227	Japan
Kia	29351	Japan
Kibbles ân Bits	26808	USA, India, Europe
Kids âRâ Us	30704	India
Kikki-K	22321	China
Kikkoman	14042	Europe
Kilsen	32659	Europe
Kimberly-Clark	29019	India
King Snedley's Beer	9119	Japan, India, China
Kingfisher	12166	Europe, India, Australia
Kinley	16478	USA, India, Europe
Kiss My Face	19978	India, Australia, Japan
Kissan	3244	USA, India, Europe
Kisses	7696	Europe, India, Australia
Kit Kat	1969	USA, India, Europe
KitchenAid	20350	India
KiwiRail	4607	Japan, China, Europe
Kiwibank	23688	Japan, India, China
Kix	648	India
Kixstaart	22867	Europe, India, Australia
Klabin	22536	Europe, India, Australia
Kleenex	5212	India
Kleenmaid	29704	India
Klondike	13193	Japan
Kmart	22357	USA, India, Europe
Knorr	1040	USA, Australia, China
Kodak	19820	USA, Japan
Kohler	1559	Australia
Kohl's	1118	Australia
Kokanee Beer	34023	Japan
Komatsu	5052	USA
Konica Minolta	11192	China
Kookmin Bank	6409	India, Australia, Japan
Kool-Aid	15108	USA, India, Europe
Korean Air	33669	India, Australia, Japan
Korres	28117	Australia
Kotex	32750	Europe
Kotsovolos	27332	Japan, China, Europe
Krackel	23071	India, Australia, Japan
Kraft	15382	Europe
Krazy Glue	34914	Australia
Kriek	4755	Japan, India, China
Krispy Kreme	34970	China
Kroger	19806	India
Krombacher	18901	China
Kronenbier	3636	USA, India, Europe
Kronenbourg1664	17195	USA, Australia, China
Krug	11399	USA, India, Europe
Kuemmerling	7203	USA, Japan
Kuhne	21605	USA
Kumho	6440	Europe, India, Australia
Kurnia	34928	USA
Kwak	9274	USA, India, Europe
Kwality	6533	USA, Australia, China
Kyobo	27079	USA
KÃ¤rcher	29744	Europe
L.A. Gear	18590	India
L.A. Weightloss Center	27954	Japan, China, Europe
L.J. Hooker	16196	USA, India, Europe
L.L. Bean	34289	Japan, India, China
LAN Airlines	27687	USA, India, Europe
LEGO	3445	USA, Australia, China
LG	5825	USA, Australia, China
LIC	26208	Europe
La	32446	Europe, India, Australia
La Caixa	9220	Europe, India, Australia
La Chouffe	23342	USA
La Choy	11500	India
La Fin du Monde	21461	USA, Australia, China
La-Z-Boy	20415	USA
LaCoste	33779	USA, Japan
Labatt's	1415	USA, Australia, China
Lacoste	15604	USA, Japan
Lactalis	19335	Japan
Lactis	20942	Europe, India, Australia
Lady Speed Stick	7995	India, Australia, Japan
Laffy Taffy	22822	Japan, China, Europe
Lakeport Brewing Company	31050	USA
Lakme	34891	Japan, India, China
Lambic	19321	Australia
Lamborghini	1714	India
Lancer	30520	Europe, India, Australia
Lancia	646	India
Lancome	25985	China
LancÃ´me	26173	USA, Australia, China
Land O'Lakes	33831	India, Australia, Japan
Land Rover	19894	Europe, India, Australia
Landor & Hawa	2665	Europe, India, Australia
Lane Crawford	9611	Europe, India, Australia
LaneÃ­ge	26022	USA, Australia, China
Language History	34654	Australia
Latex Gloves	911	Japan, China, Europe
LavAzza	1303	India
Lavipharm	27798	Japan, India, China
Lay's	4649	China
Lazzaroni	29692	Australia
Le CrÃ©dit Lyonnais	31691	India, Australia, Japan
Le Figaro	15299	USA, India, Europe
Le Monde	11651	India, Australia, Japan
Leader Price	3664	Japan
Leading Edge Group	17566	Japan, India, China
Lean Cuisine	24185	India, Australia, Japan
LeapFrog	17132	USA, Australia, China
Lecker	15464	Japan, India, China
Lee	1908	India, Australia, Japan
Lee Kim Kee	8866	USA, Australia, China
Leffe	2963	India, Australia, Japan
Lego	13969	USA
Legrand	9107	India, Australia, Japan
Leighton Holdings	30868	Japan
Lend Lease Corporation	21985	Australia
Lendingtree	8149	Australia
Lenovo	10739	Europe
LensCrafters	33660	Japan, China, Europe
Leo Beer	10282	USA, India, Europe
Leonida	11048	Australia
Leroy Merlin	11239	Japan, China, Europe
Leviathan	25052	Japan, India, China
Levi's	19054	India
Lexus	1036	Japan
Li & Fung	31058	Europe, India, Australia
Li-Ning	34164	China
Libertad	18880	Europe
Liberty	19642	USA, Japan
Liberty Medical	31610	Japan
Liberty Mutual	8102	Japan, China, Europe
Lider	22681	India
Lidl	19529	Japan, India, China
Liebherr	33038	USA, Japan
Life Savers	1919	USA, Australia, China
Life Time Fitness	32524	Europe, India, Australia
Lifestyle Clotheslines	2420	India, Australia, Japan
Light	19783	USA, India, Europe
Lik Sang	896	USA, India, Europe
Lili Diamonds	21125	China
Limited	29523	Japan, India, China
Lincoln	13779	Australia
Lincoln Logs	21615	USA, Japan
Lindt	19329	Australia
Linens ân Things	22119	Europe, India, Australia
Linguistically Based	23744	USA, Australia, China
Lion Nathan	21264	USA, Japan
Lipitor	24221	Japan
Lipton	25040	USA, Japan
Liqui Moly	34504	USA, Japan
Liqui-Gel	497	USA, India, Europe
Liquid Paper	20637	USA, India, Europe
Liquid-Plumr	23499	India, Australia, Japan
Listerine	2301	Europe, India, Australia
Lite-Brite	24025	USA, India, Europe
Little Caesars	2018	Australia
Little Debbie	33516	USA, Australia, China
LiveBackup	17880	Japan
Liz Claiborne	8296	USA, India, Europe
Lloyds TSB	20601	Europe
Locatelli	24903	USA, Australia, China
Lockheed Martin	27537	Japan, China, Europe
Logitech	2255	USA, India, Europe
Lojas Americanas	14448	India, Australia, Japan
Lojas Renner	30127	USA, India, Europe
Lojas Riachuelo	9076	Japan, China, Europe
Lokal	34621	Europe, India, Australia
Lolly Gobble Bliss Bombs	20504	USA, India, Europe
London Drugs	17152	Japan
London Fog	14737	USA, Australia, China
London Stock Exchange	3433	Japan, India, China
Long John Silver's	3203	USA, Japan
Longines	5620	USA, Australia, China
Looney Tunes	7444	USA
Lotto Sport Italia	3775	USA, Japan
Louis Vuitton	2758	USA, Japan
Lowes Menswear	28010	Europe, India, Australia
Lowe's	10592	Japan
Lubriderm	32250	USA, Japan
Lucky	17049	India, Australia, Japan
Lucky Charms	21989	Japan, India, China
Lucky Lager	20086	USA
Lufthansa	23117	China
Lufthansa Airlines	1751	Europe, India, Australia
Luigi Bosca Reserve	16421	Japan
Luis Vuitton	20064	Japan, China, Europe
Lululemon Athletica	29986	USA, Australia, China
Lunchables	10179	Europe
Lunesta	29284	Japan
Luvs	20053	Europe
Lux	12232	Japan, China, Europe
Luxardo	18840	China
Luxottica	2382	Europe
Luxottica Retail	1349	Europe, India, Australia
Luzhou Laojiao	24389	India
Lycos	2301	Japan
Lycra	28282	Australia
Lysol	24184	Australia
LÃ¶wenbrÃ¤u	32727	Japan, China, Europe
L'Occitane	16106	USA, India, Europe
L'Oreal	9408	Europe
L'Oréal	3986	Japan, China, Europe
M&M's	29196	USA
M&S	1802	Australia
MAB Corporation	20737	Japan
MAN	25678	USA, India, Europe
MDX	29633	USA, India, Europe
MEA Advisory	22827	Japan
MECWA	33504	USA, Japan
MFS Limited	15089	Europe, India, Australia
MGM	14096	USA
MSN	9539	USA
MTS	374	Europe, India, Australia
MTV	13863	India
MYOB	7597	Europe, India, Australia
Maalox	13427	Japan, India, China
Macaroni Grill	16961	Europe
Mach3	29703	India, Australia, Japan
Mack	30330	Japan, China, Europe
Macleans	10654	India, Australia, Japan
Macquarie Bank	2223	Japan, India, China
Macquarie Infrastructure Group	8199	Japan, China, Europe
Macrovita	33399	Japan, India, China
Macy's	27109	China
Madeco SA	23429	Australia
Madrigal Shipping Lines	32418	USA, Australia, China
Maersk	27451	Japan
Magazine LuÃ­za	10192	USA, Australia, China
Maggi	27194	India, Australia, Japan
MagiKLEEN Premium Products	7432	USA
Magic	23499	India, Australia, Japan
Magic Chef	30876	Europe, India, Australia
Magic Marker	16728	India, Australia, Japan
Magna Doodle	4878	Japan
Magna International	22317	Japan
Magnavox	2503	USA, India, Europe
Magnit	16533	Japan, India, China
Magnum	7793	China
Mahou	16939	Europe
Mainland	13610	Australia
Major League Baseball	15713	Japan, China, Europe
Make-up Art Cosmetics	12787	China
Maker's Mark	33681	Japan, India, China
Malaysia Airline	17428	Europe, India, Australia
Malee	24624	Japan
Malibu	8588	India
Malta	2325	China
Malvern Star	4855	USA, Japan
Mambo Graphics	10209	USA, Japan
Mamonde	15879	Europe
Manchester United	7188	USA, India, Europe
Mandarina Duck	11108	Europe
Mango	14415	Australia
Manulife Financial	2049	Japan, India, China
Manwich	16676	India, Australia, Japan
MapQuest	34818	Australia
Marathon	8961	Japan, India, China
Marcolini	30313	USA
Marcopolo	34117	China
Marfig	6179	USA, Australia, China
Mariner	34692	India, Australia, Japan
Mark's	22830	Japan, India, China
Marks & Spencer	21112	Europe, India, Australia
Marlboro	25890	USA
Marmot	5979	China
Marriott	25222	Japan, China, Europe
Mars	24205	Australia
Marshall Fields	22319	Europe, India, Australia
Marshalls	11512	Australia
Martell	27157	USA, Australia, China
Martha Stewart Living	9423	Europe, India, Australia
Martin Print	33563	China
Martini	9373	Europe, India, Australia
Maruti	25809	Australia
Mary Holland Pty Limited	25860	Europe
Maserati	9977	Japan
Mass Mutual	304	USA, Australia, China
Massimo Zanetti	8585	Australia
Master Craft	11537	USA
Master Kong	6875	Europe, India, Australia
MasterCard	6306	Japan, China, Europe
Mastica	31577	Australia
Matchbox	22535	USA, Japan
Matebo	8806	India
Mattel	8759	Australia
Mattress Giant	33118	USA
Maudite	11670	USA, India, Europe
Max Factor	27214	Australia
MaxMara	25610	Japan
Maxima	30130	USA
Maxim's Catering	32122	India, Australia, Japan
Maxwell House	28155	Japan, China, Europe
Maxxis	10184	USA, India, Europe
Maybach	24775	Japan, China, Europe
Maybank	19049	USA, India, Europe
Maybelline	3670	India, Australia, Japan
Mayo Clinic	14636	Europe, India, Australia
Maytag	11792	USA, India, Europe
Mazda	18706	India
McAfee	28206	Europe, India, Australia
McDonald's	7809	Japan, India, China
McKesson	13934	USA, Japan
Mead	14317	USA, Australia, China
Meadow Fresh	10618	USA, India, Europe
Meadow Lea	23450	Europe
Media Markt & Saturn	3730	USA, Japan
Mediobanca	7264	Europe
Medtronic	5171	Japan
Mega Channel	19341	USA, India, Europe
Meijer	33878	Japan
Melbourne IT	26972	Japan, India, China
Mello Yello	18857	Japan
Memorex	11579	Australia
Menard's	11368	USA, Japan
Mengniu	32811	USA
Mentos	18180	China
Men's Warehouse	34225	India
Mercadona	11413	Japan, India, China
Mercedes-Benz	14606	Australia
Mercedez-Benz	14049	China
Mercury Insurance	32178	Europe, India, Australia
Merida	7929	Japan, China, Europe
Merrill Lynch	17921	India, Australia, Japan
Mervyn's	4199	USA, India, Europe
MetLife	4847	Japan
Metal Storm	6149	USA, India, Europe
Metaxa	26132	USA, Australia, China
Metcash	4136	Europe, India, Australia
Meteor	21565	USA, India, Europe
Metersbonwe	16957	Japan, China, Europe
Metro	30294	India, Australia, Japan
Metro Cash and Carry	3896	China
Metrogames	11396	Australia
Metters	10056	Japan, China, Europe
Mevgal	23116	India
Michael Kors	19513	Japan, India, China
Michaels Stores	1357	Europe
Michelin	27292	USA, Japan
Michelob	19620	USA, Japan
Microsoft	34032	India, Australia, Japan
Microsoft Office	15957	USA
Midas	28334	USA, Australia, China
Midea	33369	Europe
Midol	9005	China
Miele	8394	Japan, India, China
Mike and Ike	12205	Europe, India, Australia
Miko	26379	India, Australia, Japan
Milk Duds	2427	Japan, India, China
Milk-Bone	26123	Japan, India, China
Milka	19663	Japan, China, Europe
Milkis	28345	Japan
Milky Way	32060	China
Millenium & Copthorne Hotels	18732	Japan
Miller	19013	USA
Miller Lite	14175	USA, India, Europe
Mills Rio de la Plata SA	458	USA, India, Europe
Milo	31322	India
Mine Site Technologies Pty Ltd	15527	USA, India, Europe
Mini Cooper	6566	Japan, China, Europe
Mini Wheats	4563	Japan, India, China
Minimarket	1054	USA, Australia, China
Minties	25028	Japan, China, Europe
Minute Maid	21588	Europe
Miracle-Gro	25461	China
Mirvac Group	26121	India, Australia, Japan
Mitre 10	14113	Europe
Mitsubishi	6158	Australia
Miu Miu	9441	USA, India, Europe
Mobil	34217	Europe
Mobilkom Austria	32228	USA, Japan
Mobistar	11997	USA, Japan
Mod-Podge	8956	Europe
Moet & Chandon	24645	China
Moldcell	20841	India, Australia, Japan
Molson Canadian	22670	USA, Japan
Molson Export	28095	Japan, India, China
Mondetta Clothing Company	13543	Australia
Mondi	9230	Europe, India, Australia
Monopoly	30101	USA, Japan
Monoprix	23236	USA, Japan
Monsanto	13903	USA, India, Europe
Monster.com	22973	Japan, India, China
Monsterpro MotorBikes	26427	India
Montblanc	16587	Europe, India, Australia
Monte	14816	Japan, China, Europe
Monterey	30815	USA, Australia, China
Moosehead Brewery	26157	Australia
Mop & Glo	24050	Australia
More	11944	USA, Japan
Moretti	8610	USA
Morgan Stanley	3218	USA, India, Europe
Mortein	2786	Europe, India, Australia
Moschino	20450	Japan, China, Europe
Motel 6	31641	USA, Japan
Mother Dairy	8994	USA, Australia, China
Motorola	31491	China
Motrin	21569	Japan, India, China
Motta	9471	India
Motul	20629	India
Moulinex	29024	Europe, India, Australia
Mountain Dew	24430	Europe
Mountaineer	30429	USA, India, Europe
Moutai	10979	USA, India, Europe
Movicom	19587	Europe, India, Australia
Movistar	28052	USA
MoÃ«t et Chandon	16006	Europe
Mr. Bubble	16965	USA, Japan
Mr. Clean	17823	USA, Japan
Mr. Juicy	5747	USA, Australia, China
Mr. Pibb	14418	Japan, India, China
Mr. Potato Head	19939	USA, Japan
Mr. Sub	15330	USA, Australia, China
Mr. Tayto	23581	Europe
Mrs Mac's Pies	6004	USA, India, Europe
Mrs. Fields	30542	Australia
Mulino Bianco	30910	USA, Australia, China
Multiplex	1689	Australia
Munchkin	8826	USA, India, Europe
Munich Re	6884	Japan, India, China
Murano	9187	Japan, India, China
Murphy Oil	14906	India
Murrays	22491	USA
Must See TV	25316	Europe, India, Australia
Mustang	4414	Europe
My Little Pony	32435	Japan, China, Europe
MySpace	27153	USA
Myer	12566	Japan
Mylanta	20808	Japan, India, China
Myojo	14345	Japan
Mytilineos	1113	USA, Japan
MÃ¡quina de Vendas	13195	Australia
NAPA Auto Parts	6315	Europe, India, Australia
NASA	21079	Japan
NASCAR	25722	Europe
NASDAQ	20361	Japan, India, China
NBC	9201	USA, Australia, China
NCR Systems	23002	Europe
NFL	33179	USA
NRMA	30351	USA
NTUC Fairprice	11796	India
NXP Semiconductors	1495	Australia
NZ Post	29443	USA
Nabisco	14787	Japan, India, China
Nair	23440	Europe
Name DNA Detection	23781	Australia
Name DNA Validation	14182	Australia
Naming Articles	22221	India, Australia, Japan
Naming Resources	15712	Japan, China, Europe
Nanyang Commercial Bank	7789	USA, India, Europe
Naraya	11238	India
Nash Timbers	5484	USA, Australia, China
Nastro Azzuro	21440	USA
National Australia Bank	10524	Europe, India, Australia
National Bank of Belgium	9638	USA
National Bank of Canada	14670	Japan
National Bank of NZ	18775	India, Australia, Japan
National Grid	25015	India, Australia, Japan
Nationwide	23674	USA
Natura	14598	USA, Australia, China
Naturalizer	14604	Japan
Nature Valley	18489	India, Australia, Japan
Nature's Path	26313	Europe, India, Australia
Nature's Way	15257	Europe
Nautica	26123	Europe
Navigator	5655	Australia
Ncell	8181	USA
Needs Convenience	34270	Japan
Neiman Marcus	18226	Japan, China, Europe
Neoplan	25436	USA, Australia, China
Neosporin	14601	India, Australia, Japan
Nerds	4616	USA, India, Europe
Nerf	31133	Europe, India, Australia
Nero	34896	USA, Japan
Nescafe	7262	Europe
NescafÃ©	4521	India
Nestea	29203	Japan
Nestle	20114	Europe, India, Australia
Nestle Pure Life	29123	Australia
Net	2854	India, Australia, Japan
Netcom	966	Europe
Netflix	3523	Europe
Netscape	13114	USA, Japan
Netstarter	10172	Japan
Netto	17006	India
Neuhaus	20154	India, Australia, Japan
Neutrogena	29611	India, Australia, Japan
New Balance	30027	Japan, China, Europe
New World	28685	India, Australia, Japan
New York Life Insurance	5745	USA, India, Europe
Newcastle Port Corporation	21014	India
Newcrest Mining	31642	USA, Australia, China
News Corporation	27295	Japan, China, Europe
Newsletter	4606	USA, India, Europe
Newsweek	34418	Japan, China, Europe
Newton's	32833	China
Nexen	22765	China
Nexis	608	Europe
Nextel	26958	India, Australia, Japan
Nexxus	24113	Japan
Nice	17682	USA, India, Europe
Nickelodeon	14278	Japan
Nicoderm	21479	China
Nicorette	32859	USA
Niederegger	23696	India, Australia, Japan
Night	6659	USA
Nike	31836	Japan
Nikon	26377	Europe, India, Australia
Nina Ricci	31086	USA
Nine West	18672	USA, India, Europe
Nintendo	27289	Japan
Nippon Paint	27540	India
Nissan	12451	Europe
Nivea	14178	China
Nixon Watches	18485	Japan
No Name	9363	Australia
Nobby's	29518	India
Noggin IT	29513	Europe
Nokia	30688	USA
Nomis	21342	India, Australia, Japan
Nomura	3844	USA
Nordea	29573	Japan, India, China
NordicTrack	16266	Japan
Nordica	20742	USA, Japan
Nordstrom	11205	Europe, India, Australia
Norelco	7330	Australia
Norma	19677	India, Australia, Japan
Norte Supermercados	14963	USA, Australia, China
Nortel Networks	5037	USA, Australia, China
Northwestern Mutual	12124	China
Norton	27543	USA
Norton AntiVirus	4047	USA, India, Europe
Norweigen Cruises	30548	Japan, China, Europe
Nova Schin	23630	China
Novartis	19985	Australia
Novogen	33416	USA, India, Europe
Noxzema	21452	India, Australia, Japan
Nu Skin	30412	Japan
Nudie Jeans	17963	USA, Japan
Nufarm	5751	USA, India, Europe
Nurofen	28329	USA, Japan
Nutella	33153	USA, Japan
NutraSweet	12471	Japan
Nutreco	3343	Japan
Nutri-Grain	21884	Europe, India, Australia
Nutrisse	32164	USA, Japan
Nuvaring	6670	India, Australia, Japan
NyQuil	26606	Japan, India, China
Nykredit	16571	Europe, India, Australia
O boticÃ¡rio	15438	Japan
OMO	24138	Japan, China, Europe
OMV	31579	USA, Australia, China
OXO	27655	Japan, China, Europe
Ocean	26008	Japan
Ocean & Earth	22104	Japan, China, Europe
Ocean Pacific	3808	China
Ocean Park	19386	USA, Australia, China
Ocean Spray	32112	Japan
OceanAir	23176	China
Odd Molly	5341	USA, Japan
Odyssey	10722	USA
Oettinger	16526	Europe, India, Australia
Off!	11847	Japan, China, Europe
Office Depot	477	India
Office Max	17549	Australia
Officeworks	34284	Europe
Oi	24979	Europe, India, Australia
Oil of Olay	25833	Japan, India, China
Oland Export Ale	27348	Australia
Olay	19921	USA, Japan
Old El Paso	13148	Australia
Old Milwaukee	24537	USA, Australia, China
Old Navy	13621	Australia
Old Spice	30910	USA
Old Style Pilsner	22095	USA, India, Europe
Old Vienna	19800	Japan
Olive Garden	10489	China
Olympus	7772	USA, Japan
Omega	26926	Japan, China, Europe
OmniPro	24641	India
Omnitel	29080	Japan, India, China
One-A-Day	16263	Australia
OneSteel	22901	China
Onex	23337	India
Onida	13963	Australia
Onstar	18917	Australia
Opal	24010	Japan, India, China
Opel	26201	Europe, India, Australia
Oporto	28140	Europe
Oprah	5624	Australia
Optus	3907	India, Australia, Japan
Oracle	23470	Europe, India, Australia
Oral-B	34909	USA, Japan
Orange	25198	Europe
Orbital Corporation Limited	32510	Europe, India, Australia
