Company Name,Status,User Email,conversion_probability
Slurpee,Closed-Lost,Reply@Slurpee.com,0.009000000000000001
Jockey,Nurturing,Reply@Jockey.com,0.009000000000000001
Hartford,Contacted,Reply@Hartford.com,0.008333333333333333
Freehand Group,In Progress,Reply@Freehand Group.com,0.006666666666666666
Snow,Closed-Lost,Reply@Snow.com,0.006666666666666666
Leonida,Cold,Reply@Leonida.com,0.006666666666666666
Martini,On-hold,Reply@Martini.com,0.006666666666666666
Terminix,Disqualified,Reply@Terminix.com,0.006
Avonmore,Reengaged,Reply@Avonmore.com,0.005
Amgen,Warm ,Reply@Amgen.com,0.005
Xypex,Qualified,Reply@Xypex.com,0.005
Eddie Bauer,Qualified,Reply@Eddie Bauer.com,0.005
Family Dollar,Negotiation,Reply@Family Dollar.com,0.005
Track7,In Progress,Reply@Track7.com,0.005
Advansed Teksyztems,New,Reply@Advansed Teksyztems.com,0.005
Vantec,Cold,Reply@Vantec.com,0.005
J. Lindeberg,New,Reply@J. Lindeberg.com,0.005
Amgen,Negotiation,Reply@Amgen.com,0.005
Opti-Tek,Disqualified,Reply@Opti-Tek.com,0.005
Ubu Productions,On-hold,Reply@Ubu Productions.com,0.005
Clag,Negotiation,Reply@Clag.com,0.005
Newton's,In Progress,Reply@Newton's.com,0.005
GEICO,Closed-Lost,Reply@GEICO.com,0.003333333333333333
GNC,Proposal Sent,Reply@GNC.com,0.0025
Cadence Capital Limited,Warm ,Reply@Cadence Capital Limited.com,0.0
X-Factor,Contacted,Reply@X-Factor.com,0.0
Lucas Oil,Closed-Lost,Reply@Lucas Oil.com,0.0
Speedo,In Progress,Reply@Speedo.com,0.0
Subway,Qualified,Reply@Subway.com,0.0
Bertolli,Contacted,Reply@Bertolli.com,0.0
Betty Crocker,Contacted,Reply@Betty Crocker.com,0.0
Speed Stick,Reengaged,Reply@Speed Stick.com,0.0
Spectra,Referral,Reply@Spectra.com,0.0
Cadillac,Cold,Reply@Cadillac.com,0.0
Louisiana Pacific,In Progress,Reply@Louisiana Pacific.com,0.0
ZyXE,Proposal Sent,Reply@ZyXE.com,0.0
X-Acto,Reengaged,Reply@X-Acto.com,0.0
Best Buy,Negotiation,Reply@Best Buy.com,0.0
CNP Assurances,New,Reply@CNP Assurances.com,0.0
Cabbage Patch Kids,Proposal Sent,Reply@Cabbage Patch Kids.com,0.0
Mattel,Nurturing,Reply@Mattel.com,0.0
CBS,Disqualified,Reply@CBS.com,0.0
CC's,On-hold,Reply@CC's.com,0.0
Billabong,In Progress,Reply@Billabong.com,0.0
Principal Financial Group,Closed-Lost,Reply@Principal Financial Group.com,0.0
Meijer,Disqualified,Reply@Meijer.com,0.0
Big Rock Brewery,Closed-Lost,Reply@Big Rock Brewery.com,0.0
Publix,Proposal Sent,Reply@Publix.com,0.0
Marshall Pottery,Closed-Lost,Reply@Marshall Pottery.com,0.0
CMPC,New,Reply@CMPC.com,0.0
QCR Holdings,Qualified,Reply@QCR Holdings.com,0.0
TAA-Australian Airlines,On-hold,Reply@TAA-Australian Airlines.com,0.0
Incluesiv,Referral,Reply@Incluesiv.com,0.0
Sportmart,Closed-Lost,Reply@Sportmart.com,0.0
Spar Nord,Qualified,Reply@Spar Nord.com,0.0
TIM,New,Reply@TIM.com,0.0
Cafe Coffee Day,Cold,Reply@Cafe Coffee Day.com,0.0
Wyeth,Contacted,Reply@Wyeth.com,0.0
Bayer,On-hold,Reply@Bayer.com,0.0
iPad,Negotiation,Reply@iPad.com,0.0
Dole Foods,Warm ,Reply@Dole Foods.com,0.0
Bean Media Group,In Progress,Reply@Bean Media Group.com,0.0
TVN,Referral,Reply@TVN.com,0.0
Sorento,Qualified,Reply@Sorento.com,0.0
Accord Investments,New,Reply@Accord Investments.com,0.0
Access Asia,Closed-Lost,Reply@Access Asia.com,0.0
resQ,Contacted,Reply@resQ.com,0.0
Beano,Nurturing,Reply@Beano.com,0.0
Canada Dry,Cold,Reply@Canada Dry.com,0.0
Bavaria,Disqualified,Reply@Bavaria.com,0.0
Baskin-Robbins,Warm ,Reply@Baskin-Robbins.com,0.0
Dollar Tree,Warm ,Reply@Dollar Tree.com,0.0
Barnes & Noble,Closed-Lost,Reply@Barnes & Noble.com,0.0
Sonicare,Reengaged,Reply@Sonicare.com,0.0
Barilla,Nurturing,Reply@Barilla.com,0.0
Gamma Gas,Nurturing,Reply@Gamma Gas.com,0.0
Campbell's,New,Reply@Campbell's.com,0.0
Butterfinger,New,Reply@Butterfinger.com,0.0
TNT Express,Negotiation,Reply@TNT Express.com,0.0
Liz Claiborne,Closed-Lost,Reply@Liz Claiborne.com,0.0
deGrisogono,Proposal Sent,Reply@deGrisogono.com,0.0
Beiersdorf,Cold,Reply@Beiersdorf.com,0.0
LinkedIn,Closed-Lost,Reply@LinkedIn.com,0.0
TKH Group,Closed-Lost,Reply@TKH Group.com,0.0
TLC,Warm ,Reply@TLC.com,0.0
Beck's,Cold,Reply@Beck's.com,0.0
Doculabs,Contacted,Reply@Doculabs.com,0.0
RadioShack,New,Reply@RadioShack.com,0.0
Camel,New,Reply@Camel.com,0.0
TUI Group,New,Reply@TUI Group.com,0.0
Camero,In Progress,Reply@Camero.com,0.0
iLANs Integrated LAN Services,Negotiation,Reply@iLANs Integrated LAN Services.com,0.0
Qwest,Disqualified,Reply@Qwest.com,0.0
CNET,In Progress,Reply@CNET.com,0.0
Southern Comfort,New,Reply@Southern Comfort.com,0.0
Biosilk,New,Reply@Biosilk.com,0.0
Zanussi,Proposal Sent,Reply@Zanussi.com,0.0
Memorex,New,Reply@Memorex.com,0.0
Price Waterhouse Coopers,Nurturing,Reply@Price Waterhouse Coopers.com,0.0
Northrop Grumman,Proposal Sent,Reply@Northrop Grumman.com,0.0
Yoplait,Qualified,Reply@Yoplait.com,0.0
Sunoco,Negotiation,Reply@Sunoco.com,0.0
Sunsilk,Qualified,Reply@Sunsilk.com,0.0
PACCAR,Qualified,Reply@PACCAR.com,0.0
Super 8,Proposal Sent,Reply@Super 8.com,0.0
York,On-hold,Reply@York.com,0.0
Bristol-Myers Squibb,Reengaged,Reply@Bristol-Myers Squibb.com,0.0
Greyvoid,Closed-Lost,Reply@Greyvoid.com,0.0
Steve Madden,Nurturing,Reply@Steve Madden.com,0.0
Nordstrom,Closed-Lost,Reply@Nordstrom.com,0.0
Brush-Ups,In Progress,Reply@Brush-Ups.com,0.0
Bubble O' Bill,Nurturing,Reply@Bubble O' Bill.com,0.0
Super Bowl,Nurturing,Reply@Super Bowl.com,0.0
Super Soaker,Negotiation,Reply@Super Soaker.com,0.0
Sunlight,Referral,Reply@Sunlight.com,0.0
Bottega Veneta,New,Reply@Bottega Veneta.com,0.0
Bouygues Telecom,Proposal Sent,Reply@Bouygues Telecom.com,0.0
YTN,In Progress,Reply@YTN.com,0.0
Corsair Memory,Proposal Sent,Reply@Corsair Memory.com,0.0
Suez Environnment,In Progress,Reply@Suez Environnment.com,0.0
Office Max,Negotiation,Reply@Office Max.com,0.0
Yasmin,Closed-Lost,Reply@Yasmin.com,0.0
Yahoo!,Referral,Reply@Yahoo!.com,0.0
Corning Incorporated,Closed-Lost,Reply@Corning Incorporated.com,0.0
Office Depot,Disqualified,Reply@Office Depot.com,0.0
Boxster,Warm ,Reply@Boxster.com,0.0
Affinity Investment Group,Warm ,Reply@Affinity Investment Group.com,0.0
Bradesco,Qualified,Reply@Bradesco.com,0.0
Banyan Tree Holdings,Contacted,Reply@Banyan Tree Holdings.com,0.0
Northwest Airlines,In Progress,Reply@Northwest Airlines.com,0.0
Strabag,Referral,Reply@Strabag.com,0.0
OSI Restaurant Partners,Nurturing,Reply@OSI Restaurant Partners.com,0.0
"Buckle, Inc.",In Progress,"Reply@Buckle, Inc..com",0.0
Book,On-hold,Reply@Book.com,0.0
Budget,Negotiation,Reply@Budget.com,0.0
Zamboni,Negotiation,Reply@Zamboni.com,0.0
ZIC,Reengaged,Reply@ZIC.com,0.0
Burger King,Nurturing,Reply@Burger King.com,0.0
Pfizer,Contacted,Reply@Pfizer.com,0.0
Blue Ribbon,Warm ,Reply@Blue Ribbon.com,0.0
Blue,Contacted,Reply@Blue.com,0.0
Miller Brewing,Warm ,Reply@Miller Brewing.com,0.0
Blockbuster,Negotiation,Reply@Blockbuster.com,0.0
NetDNA,Qualified,Reply@NetDNA.com,0.0
Black Label,Contacted,Reply@Black Label.com,0.0
Bush,Disqualified,Reply@Bush.com,0.0
Microsoft,Referral,Reply@Microsoft.com,0.0
OpenMarket Inc.,Warm ,Reply@OpenMarket Inc..com,0.0
St. George Bank,On-hold,Reply@St. George Bank.com,0.0
St John,Closed-Lost,Reply@St John.com,0.0
Stanwell Corporation,Nurturing,Reply@Stanwell Corporation.com,0.0
Xandros,Warm ,Reply@Xandros.com,0.0
Conseco,Referral,Reply@Conseco.com,0.0
New Balance,Referral,Reply@New Balance.com,0.0
DC Shoes,Cold,Reply@DC Shoes.com,0.0
Dean Foods,Closed-Lost,Reply@Dean Foods.com,0.0
Perdue Farms,Warm ,Reply@Perdue Farms.com,0.0
Ypsilon S.A.,Proposal Sent,Reply@Ypsilon S.A..com,0.0
Suzuki,Warm ,Reply@Suzuki.com,0.0
Nike,On-hold,Reply@Nike.com,0.0
Netgear,Closed-Lost,Reply@Netgear.com,0.0
Bulgari,Warm ,Reply@Bulgari.com,0.0
Pizza Hut,Negotiation,Reply@Pizza Hut.com,0.0
Starburst,Closed-Lost,Reply@Starburst.com,0.0
Swanson,Qualified,Reply@Swanson.com,0.0
Buick,New,Reply@Buick.com,0.0
Star-Kist,Cold,Reply@Star-Kist.com,0.0
Helping Hand,Nurturing,Reply@Helping Hand.com,0.0
Wendy's/Arby's Group,On-hold,Reply@Wendy's/Arby's Group.com,0.0
Temax,Qualified,Reply@Temax.com,0.0
Bank of Queensland,New,Reply@Bank of Queensland.com,0.0
WEG Industries,Qualified,Reply@WEG Industries.com,0.0
Fruit of the Loom,Reengaged,Reply@Fruit of the Loom.com,0.0
Aetna,Closed-Lost,Reply@Aetna.com,0.0
Under Armour,Disqualified,Reply@Under Armour.com,0.0
Twinkies,Reengaged,Reply@Twinkies.com,0.0
WWE,On-hold,Reply@WWE.com,0.0
Twizzlers,Contacted,Reply@Twizzlers.com,0.0
Aegean Airlines,Closed-Lost,Reply@Aegean Airlines.com,0.0
Advantech,Reengaged,Reply@Advantech.com,0.0
Gap,In Progress,Reply@Gap.com,0.0
Adidas,New,Reply@Adidas.com,0.0
Acindar SA,Nurturing,Reply@Acindar SA.com,0.0
United Technologies,New,Reply@United Technologies.com,0.0
Tupperware,Warm ,Reply@Tupperware.com,0.0
International Paper,Warm ,Reply@International Paper.com,0.0
Vue,In Progress,Reply@Vue.com,0.0
UBS,Disqualified,Reply@UBS.com,0.0
US Airways,Referral,Reply@US Airways.com,0.0
General Electric,Qualified,Reply@General Electric.com,0.0
Gentiva Health Services,Closed-Lost,Reply@Gentiva Health Services.com,0.0
US Cellular,In Progress,Reply@US Cellular.com,0.0
U.S. Steel,Warm ,Reply@U.S. Steel.com,0.0
Georgia Pacific,In Progress,Reply@Georgia Pacific.com,0.0
Von Dutch,Contacted,Reply@Von Dutch.com,0.0
Abbott Laboratories,Closed-Lost,Reply@Abbott Laboratories.com,0.0
Agip,Reengaged,Reply@Agip.com,0.0
Agrichar,Proposal Sent,Reply@Agrichar.com,0.0
Aavin,Qualified,Reply@Aavin.com,0.0
Albertsons,Negotiation,Reply@Albertsons.com,0.0
Almay,Cold,Reply@Almay.com,0.0
Allplastics,Warm ,Reply@Allplastics.com,0.0
Transcend,Negotiation,Reply@Transcend.com,0.0
Watsons Water,Contacted,Reply@Watsons Water.com,0.0
Intuit,Referral,Reply@Intuit.com,0.0
Alliance Bank,Nurturing,Reply@Alliance Bank.com,0.0
Allegra,Nurturing,Reply@Allegra.com,0.0
All,New,Reply@All.com,0.0
Fluor Corp,On-hold,Reply@Fluor Corp.com,0.0
Warsteiner,Reengaged,Reply@Warsteiner.com,0.0
Aleve,Disqualified,Reply@Aleve.com,0.0
Albert Heijn,New,Reply@Albert Heijn.com,0.0
Agricultural Bank of China,Referral,Reply@Agricultural Bank of China.com,0.0
AkzoNobel,On-hold,Reply@AkzoNobel.com,0.0
Airtel,Nurturing,Reply@Airtel.com,0.0
Body Fate,Disqualified,Reply@Body Fate.com,0.0
Fox Film Corporation,On-hold,Reply@Fox Film Corporation.com,0.0
AirTran,Nurturing,Reply@AirTran.com,0.0
Frasca International,Qualified,Reply@Frasca International.com,0.0
Walt Disney,Closed-Lost,Reply@Walt Disney.com,0.0
Fresh&Easy Neighbourhood Market,Warm ,Reply@Fresh&Easy Neighbourhood Market.com,0.0
Air Australia,Qualified,Reply@Air Australia.com,0.0
Aguas Cordobesas,Cold,Reply@Aguas Cordobesas.com,0.0
Tuna Helper,Referral,Reply@Tuna Helper.com,0.0
USG People,Qualified,Reply@USG People.com,0.0
Valero Energy Corporation,Negotiation,Reply@Valero Energy Corporation.com,0.0
Taglines and Slogans,Proposal Sent,Reply@Taglines and Slogans.com,0.0
Choices,New,Reply@Choices.com,0.0
Cougar Investment,Qualified,Reply@Cougar Investment.com,0.0
Corpbay,Cold,Reply@Corpbay.com,0.0
Vistikon,Cold,Reply@Vistikon.com,0.0
H. J. Heinz Company,Cold,Reply@H. J. Heinz Company.com,0.0
"ZOMM, LLC",Reengaged,"Reply@ZOMM, LLC.com",0.0
Vizio,In Progress,Reply@Vizio.com,0.0
Vina Concha y Toro C.A.,Reengaged,Reply@Vina Concha y Toro C.A..com,0.0
Visa Inc.,New,Reply@Visa Inc..com,0.0
Valero Energy,Warm ,Reply@Valero Energy.com,0.0
Village Cinemas,Nurturing,Reply@Village Cinemas.com,0.0
Circuit Design,Cold,Reply@Circuit Design.com,0.0
Vanguard Group,Cold,Reply@Vanguard Group.com,0.0
Virginia Slims,In Progress,Reply@Virginia Slims.com,0.0
Yahoo!,Nurturing,Reply@Yahoo!.com,0.0
Varta,Referral,Reply@Varta.com,0.0
Vaseline,Negotiation,Reply@Vaseline.com,0.0
WWE,Proposal Sent,Reply@WWE.com,0.0
W.C. Bradley Co.,New,Reply@W.C. Bradley Co..com,0.0
The Weinstein Company,Closed-Lost,Reply@The Weinstein Company.com,0.0
Verbund,Disqualified,Reply@Verbund.com,0.0
Versace,Referral,Reply@Versace.com,0.0
Winnebago Industries,Qualified,Reply@Winnebago Industries.com,0.0
Wheeling-Pittsburgh Steel,Contacted,Reply@Wheeling-Pittsburgh Steel.com,0.0
"Wells Fargo Bank, N.A.",Disqualified,"Reply@Wells Fargo Bank, N.A..com",0.0
Virgin Australia,Cold,Reply@Virgin Australia.com,0.0
H-E-B,Closed-Lost,Reply@H-E-B.com,0.0
Vogue,Qualified,Reply@Vogue.com,0.0
Vlasic,Nurturing,Reply@Vlasic.com,0.0
Ulsse Nardin,New,Reply@Ulsse Nardin.com,0.0
Gillette (brand),New,Reply@Gillette (brand).com,0.0
AT&T,Cold,Reply@AT&T.com,0.0
ANT1 Group,Warm ,Reply@ANT1 Group.com,0.0
Uncle Ben's,On-hold,Reply@Uncle Ben's.com,0.0
Vodafone,Closed-Lost,Reply@Vodafone.com,0.0
AMP Limited,Referral,Reply@AMP Limited.com,0.0
Under Armour,Qualified,Reply@Under Armour.com,0.0
Custom Lawn Care,In Progress,Reply@Custom Lawn Care.com,0.0
Go Daddy,Negotiation,Reply@Go Daddy.com,0.0
AFLAC,Reengaged,Reply@AFLAC.com,0.0
Vizio,Nurturing,Reply@Vizio.com,0.0
Visa,Cold,Reply@Visa.com,0.0
Lee (jeans),Closed-Lost,Reply@Lee (jeans).com,0.0
ABN Amro,Warm ,Reply@ABN Amro.com,0.0
Vivartia,In Progress,Reply@Vivartia.com,0.0
ABC,In Progress,Reply@ABC.com,0.0
United Technologies,Disqualified,Reply@United Technologies.com,0.0
AB-inBev,Referral,Reply@AB-inBev.com,0.0
Verbatim Corporation,Referral,Reply@Verbatim Corporation.com,0.0
H&R Block,In Progress,Reply@H&R Block.com,0.0
Universo Online,New,Reply@Universo Online.com,0.0
Bold Ideas,Disqualified,Reply@Bold Ideas.com,0.0
Uplifting Solutions,On-hold,Reply@Uplifting Solutions.com,0.0
Alsa,Warm ,Reply@Alsa.com,0.0
Trademark Resources,Proposal Sent,Reply@Trademark Resources.com,0.0
Altima,New,Reply@Altima.com,0.0
Westat,Qualified,Reply@Westat.com,0.0
Fit Tonic,New,Reply@Fit Tonic.com,0.0
Russell Stovers,Qualified,Reply@Russell Stovers.com,0.0
Safeco Corporation,Closed-Lost,Reply@Safeco Corporation.com,0.0
Dun & Bradstreet,On-hold,Reply@Dun & Bradstreet.com,0.0
DuPont (E.I. du Pont de Nemours),Warm ,Reply@DuPont (E.I. du Pont de Nemours).com,0.0
Salem Communications,Proposal Sent,Reply@Salem Communications.com,0.0
SanDisk,Nurturing,Reply@SanDisk.com,0.0
Telequartz,Negotiation,Reply@Telequartz.com,0.0
Telesp,Reengaged,Reply@Telesp.com,0.0
Avia,Proposal Sent,Reply@Avia.com,0.0
Telstra,Disqualified,Reply@Telstra.com,0.0
TempurPedic,Referral,Reply@TempurPedic.com,0.0
Wizz Fizz,Cold,Reply@Wizz Fizz.com,0.0
SBC Communications,Cold,Reply@SBC Communications.com,0.0
Aveo,In Progress,Reply@Aveo.com,0.0
Avenger,Nurturing,Reply@Avenger.com,0.0
Terinum,Nurturing,Reply@Terinum.com,0.0
Sears,In Progress,Reply@Sears.com,0.0
Ecolab,Cold,Reply@Ecolab.com,0.0
Whyred,New,Reply@Whyred.com,0.0
Eli Lilly and Company,Nurturing,Reply@Eli Lilly and Company.com,0.0
Service Corporation International (SCI),Negotiation,Reply@Service Corporation International (SCI).com,0.0
Australian,Disqualified,Reply@Australian.com,0.0
Whitestrips,Referral,Reply@Whitestrips.com,0.0
Wite-Out,Referral,Reply@Wite-Out.com,0.0
Wolters Kluwer,In Progress,Reply@Wolters Kluwer.com,0.0
Altium,New,Reply@Altium.com,0.0
Banana Boat,Cold,Reply@Banana Boat.com,0.0
Bank of Nova Scotia,Nurturing,Reply@Bank of Nova Scotia.com,0.0
Bank of Montreal,Proposal Sent,Reply@Bank of Montreal.com,0.0
Raytheon,Proposal Sent,Reply@Raytheon.com,0.0
Bank of East Asia,Reengaged,Reply@Bank of East Asia.com,0.0
Rayovac,In Progress,Reply@Rayovac.com,0.0
R. R. Donnelley & Sons,Disqualified,Reply@R. R. Donnelley & Sons.com,0.0
Wrangler,Qualified,Reply@Wrangler.com,0.0
Dow Chemical Company,Qualified,Reply@Dow Chemical Company.com,0.0
Tally-Ho,Disqualified,Reply@Tally-Ho.com,0.0
Banco Gradesco,Contacted,Reply@Banco Gradesco.com,0.0
RCA,Nurturing,Reply@RCA.com,0.0
World Wildlife Fund,Qualified,Reply@World Wildlife Fund.com,0.0
Dresser Inc.,Reengaged,Reply@Dresser Inc..com,0.0
Baloise,Negotiation,Reply@Baloise.com,0.0
Woolworths,Disqualified,Reply@Woolworths.com,0.0
Riverdeep,Warm ,Reply@Riverdeep.com,0.0
Tata,Referral,Reply@Tata.com,0.0
Rockwell Collins,Contacted,Reply@Rockwell Collins.com,0.0
Tatyo,Cold,Reply@Tatyo.com,0.0
Badan Baden,In Progress,Reply@Badan Baden.com,0.0
Woodland,Reengaged,Reply@Woodland.com,0.0
Tchibo,Negotiation,Reply@Tchibo.com,0.0
Back to Nature,New,Reply@Back to Nature.com,0.0
Babcock & Brown,Warm ,Reply@Babcock & Brown.com,0.0
Shure Incorporated,Qualified,Reply@Shure Incorporated.com,0.0
Whiskas,Proposal Sent,Reply@Whiskas.com,0.0
Atlas Pacific Limited,Proposal Sent,Reply@Atlas Pacific Limited.com,0.0
Tooheys Pils,New,Reply@Tooheys Pils.com,0.0
Subway,Reengaged,Reply@Subway.com,0.0
Angus and Robertson,In Progress,Reply@Angus and Robertson.com,0.0
Amul,Closed-Lost,Reply@Amul.com,0.0
Amstel Light,Closed-Lost,Reply@Amstel Light.com,0.0
Amstel,Proposal Sent,Reply@Amstel.com,0.0
Sunoco,Disqualified,Reply@Sunoco.com,0.0
Amoco,Referral,Reply@Amoco.com,0.0
Wesson,Referral,Reply@Wesson.com,0.0
American Express,New,Reply@American Express.com,0.0
American Dairy Association,Proposal Sent,Reply@American Dairy Association.com,0.0
American Apparel,Referral,Reply@American Apparel.com,0.0
Tootsie Roll,Negotiation,Reply@Tootsie Roll.com,0.0
Asus,In Progress,Reply@Asus.com,0.0
Electronics Source,In Progress,Reply@Electronics Source.com,0.0
Tanadgusix Corporation,Closed-Lost,Reply@Tanadgusix Corporation.com,0.0
Amcor,Warm ,Reply@Amcor.com,0.0
Total,Negotiation,Reply@Total.com,0.0
Welch's,Negotiation,Reply@Welch's.com,0.0
First Hawaiian Bank,Referral,Reply@First Hawaiian Bank.com,0.0
Edge Garden Services,Proposal Sent,Reply@Edge Garden Services.com,0.0
Alumet,Disqualified,Reply@Alumet.com,0.0
Target Corporation,Qualified,Reply@Target Corporation.com,0.0
Wave Runner,New,Reply@Wave Runner.com,0.0
Altoids,Reengaged,Reply@Altoids.com,0.0
Ann Taylor,Contacted,Reply@Ann Taylor.com,0.0
STX,Contacted,Reply@STX.com,0.0
Westmalle,Contacted,Reply@Westmalle.com,0.0
Tipco,Disqualified,Reply@Tipco.com,0.0
Astro,Qualified,Reply@Astro.com,0.0
Thesaurus.com,Proposal Sent,Reply@Thesaurus.com.com,0.0
Southern California Edison,Disqualified,Reply@Southern California Edison.com,0.0
Thomson Reuters,Contacted,Reply@Thomson Reuters.com,0.0
Arnott's Biscuits Holdings,In Progress,Reply@Arnott's Biscuits Holdings.com,0.0
Armol All,Disqualified,Reply@Armol All.com,0.0
Enterprise GP Holdings,Disqualified,Reply@Enterprise GP Holdings.com,0.0
Exact Solutions,Cold,Reply@Exact Solutions.com,0.0
Wheat Thins,Qualified,Reply@Wheat Thins.com,0.0
Ticketmaster,Cold,Reply@Ticketmaster.com,0.0
Arcon,Referral,Reply@Arcon.com,0.0
Beasts of Beauty,Contacted,Reply@Beasts of Beauty.com,0.0
ArcelorMittal,Cold,Reply@ArcelorMittal.com,0.0
Starz,Warm ,Reply@Starz.com,0.0
Tilex,Negotiation,Reply@Tilex.com,0.0
Tim Hortons,Proposal Sent,Reply@Tim Hortons.com,0.0
Aramark,On-hold,Reply@Aramark.com,0.0
Estée Lauder Companies,Qualified,Reply@Estée Lauder Companies.com,0.0
State Street Corporation,Reengaged,Reply@State Street Corporation.com,0.0
Westpac New Zealand,Negotiation,Reply@Westpac New Zealand.com,0.0
Time Warner,Warm ,Reply@Time Warner.com,0.0
Antofagasta plc,On-hold,Reply@Antofagasta plc.com,0.0
Tip Top Bakeries,Closed-Lost,Reply@Tip Top Bakeries.com,0.0
Sonic,Disqualified,Reply@Sonic.com,0.0
Santos,Nurturing,Reply@Santos.com,0.0
Candy,Cold,Reply@Candy.com,0.0
Off!,Proposal Sent,Reply@Off!.com,0.0
Aetna,In Progress,Reply@Aetna.com,0.0
Nutri G,Disqualified,Reply@Nutri G.com,0.0
Honda,On-hold,Reply@Honda.com,0.0
Onex,On-hold,Reply@Onex.com,0.0
Omnitel,On-hold,Reply@Omnitel.com,0.0
Omega,Cold,Reply@Omega.com,0.0
Advanced Micro Devices,On-hold,Reply@Advanced Micro Devices.com,0.0
Hong Leong Bank,Reengaged,Reply@Hong Leong Bank.com,0.0
Old Style Pilsner,Qualified,Reply@Old Style Pilsner.com,0.0
Hormel,In Progress,Reply@Hormel.com,0.0
Adobe Systems Inc.,Contacted,Reply@Adobe Systems Inc..com,0.0
Old Milwaukee,Closed-Lost,Reply@Old Milwaukee.com,0.0
Old El Paso,Contacted,Reply@Old El Paso.com,0.0
Hotwire.com,Closed-Lost,Reply@Hotwire.com.com,0.0
Oland Export Ale,New,Reply@Oland Export Ale.com,0.0
Home,Warm ,Reply@Home.com,0.0
Oporto,Negotiation,Reply@Oporto.com,0.0
Holden,Qualified,Reply@Holden.com,0.0
Hertz,Referral,Reply@Hertz.com,0.0
Osim,Negotiation,Reply@Osim.com,0.0
Hermes Paris,Warm ,Reply@Hermes Paris.com,0.0
Hershey's,New,Reply@Hershey's.com,0.0
Orval,Nurturing,Reply@Orval.com,0.0
Ortho Tri-Cyclen,Contacted,Reply@Ortho Tri-Cyclen.com,0.0
Orocobre,New,Reply@Orocobre.com,0.0
Orion,In Progress,Reply@Orion.com,0.0
Northern Star,Closed-Lost,Reply@Northern Star.com,0.0
High Valley,Cold,Reply@High Valley.com,0.0
Origin Energy,Disqualified,Reply@Origin Energy.com,0.0
Hillshire Farm,Qualified,Reply@Hillshire Farm.com,0.0
Hilton,Reengaged,Reply@Hilton.com,0.0
Orbitz,Contacted,Reply@Orbitz.com,0.0
Orbital Corporation Limited,Cold,Reply@Orbital Corporation Limited.com,0.0
Office Depot,Proposal Sent,Reply@Office Depot.com,0.0
Hutchison Whampoa,Negotiation,Reply@Hutchison Whampoa.com,0.0
Henkel,Contacted,Reply@Henkel.com,0.0
Hydroxycut,Negotiation,Reply@Hydroxycut.com,0.0
Incat,New,Reply@Incat.com,0.0
Inco Rogers Communications Empire,On-hold,Reply@Inco Rogers Communications Empire.com,0.0
Indesit,Closed-Lost,Reply@Indesit.com,0.0
a21,Reengaged,Reply@a21.com,0.0
Nordstrom,Referral,Reply@Nordstrom.com,0.0
Nomura,Referral,Reply@Nomura.com,0.0
Nokia,Warm ,Reply@Nokia.com,0.0
Noggin IT,Negotiation,Reply@Noggin IT.com,0.0
Inter,Reengaged,Reply@Inter.com,0.0
Intergy Consulting,Contacted,Reply@Intergy Consulting.com,0.0
Nissan,Referral,Reply@Nissan.com,0.0
International Paper,Proposal Sent,Reply@International Paper.com,0.0
Intracom,On-hold,Reply@Intracom.com,0.0
Nike,Nurturing,Reply@Nike.com,0.0
Night,Warm ,Reply@Night.com,0.0
Abbott Laboratories,Contacted,Reply@Abbott Laboratories.com,0.0
Iberia,Warm ,Reply@Iberia.com,0.0
Iams,New,Reply@Iams.com,0.0
IKEA,Reengaged,Reply@IKEA.com,0.0
OceanAir,Reengaged,Reply@OceanAir.com,0.0
Hynix,Negotiation,Reply@Hynix.com,0.0
Ocean & Earth,Proposal Sent,Reply@Ocean & Earth.com,0.0
Ocean,In Progress,Reply@Ocean.com,0.0
ICBC,Closed-Lost,Reply@ICBC.com,0.0
O boticÃ¡rio,Qualified,Reply@O boticÃ¡rio.com,0.0
ING,Nurturing,Reply@ING.com,0.0
Nudie Jeans,Negotiation,Reply@Nudie Jeans.com,0.0
Nutrisse,Warm ,Reply@Nutrisse.com,0.0
Nutri-Grain,Referral,Reply@Nutri-Grain.com,0.0
NutraSweet,Negotiation,Reply@NutraSweet.com,0.0
AC Lens,Proposal Sent,Reply@AC Lens.com,0.0
Nurofen,Contacted,Reply@Nurofen.com,0.0
ITT Technical Institute,Closed-Lost,Reply@ITT Technical Institute.com,0.0
AGCO,Closed-Lost,Reply@AGCO.com,0.0
Helene Curtis,Qualified,Reply@Helene Curtis.com,0.0
Nickelodeon,Qualified,Reply@Nickelodeon.com,0.0
Godrej,In Progress,Reply@Godrej.com,0.0
Pernod,Cold,Reply@Pernod.com,0.0
Perkins Paste,Disqualified,Reply@Perkins Paste.com,0.0
American International Group,Closed-Lost,Reply@American International Group.com,0.0
American Greetings,In Progress,Reply@American Greetings.com,0.0
Gap,Reengaged,Reply@Gap.com,0.0
PeoplePC,In Progress,Reply@PeoplePC.com,0.0
General Electric,Contacted,Reply@General Electric.com,0.0
Geniki Bank,On-hold,Reply@Geniki Bank.com,0.0
American Family Insurance,Nurturing,Reply@American Family Insurance.com,0.0
George Weston,In Progress,Reply@George Weston.com,0.0
American Express,Proposal Sent,Reply@American Express.com,0.0
